shipment_id,order_id,shipping_provider,shipping_status,shipped_at,delivered_at
1787,1787,G4S,delivered,2024-01-04 19:07:27,2024-01-11 19:07:27
1788,1788,G4S,cancelled,,
1789,1789,G4S,delivered,2024-08-28 08:42:53,2024-09-04 08:42:53
1790,1790,FedEx,delivered,2024-05-28 21:33:02,2024-06-03 21:33:02
1791,1791,Sendy,delivered,2024-05-07 09:14:19,2024-05-11 09:14:19
1792,1792,UPS,cancelled,,
1793,1793,FedEx,delivered,2025-02-04 05:18:14,2025-02-06 05:18:14
1794,1794,FedEx,delivered,2026-03-30 06:38:12,2026-04-02 06:38:12
1795,1795,DHL,delivered,2024-03-23 23:50:38,2024-03-31 23:50:38
1796,1796,FedEx,delivered,2024-01-03 03:07:26,2024-01-05 03:07:26
1797,1797,G4S,delivered,2025-05-24 12:12:57,2025-05-30 12:12:57
1798,1798,G4S,delivered,2025-08-29 05:44:29,2025-08-30 05:44:29
1799,1799,Sendy,delivered,2026-03-23 14:49:50,2026-03-26 14:49:50
1800,1800,DHL,delivered,2025-06-04 11:17:55,2025-06-07 11:17:55
1801,1801,G4S,delivered,2025-11-28 16:42:27,2025-11-29 16:42:27
1802,1802,UPS,delivered,2025-08-22 05:48:33,2025-08-25 05:48:33
1803,1803,G4S,delivered,2025-10-15 08:29:32,2025-10-23 08:29:32
1804,1804,UPS,delivered,2025-07-02 08:55:01,2025-07-04 08:55:01
1805,1805,G4S,delivered,2025-11-08 12:59:39,2025-11-09 12:59:39
1806,1806,DHL,delivered,2026-02-14 14:38:58,2026-02-21 14:38:58
1807,1807,DHL,delivered,2024-05-08 16:28:01,2024-05-12 16:28:01
1808,1808,Sendy,delivered,2024-05-06 04:38:47,2024-05-13 04:38:47
1809,1809,DHL,delivered,2024-01-10 05:15:23,2024-01-16 05:15:23
1810,1810,UPS,delivered,2025-03-13 08:42:14,2025-03-21 08:42:14
1811,1811,G4S,delivered,2025-05-06 07:28:34,2025-05-08 07:28:34
1812,1812,UPS,delivered,2024-03-21 05:14:15,2024-03-29 05:14:15
1813,1813,DHL,delivered,2024-11-12 04:10:58,2024-11-16 04:10:58
1814,1814,FedEx,delivered,2025-03-01 23:57:26,2025-03-08 23:57:26
1815,1815,FedEx,processing,2024-09-02 03:29:06,
1816,1816,Sendy,delivered,2025-01-08 10:35:20,2025-01-13 10:35:20
1817,1817,UPS,delivered,2024-10-01 18:47:35,2024-10-06 18:47:35
1818,1818,DHL,delivered,2024-12-27 18:57:11,2025-01-03 18:57:11
1819,1819,FedEx,delivered,2025-08-14 12:15:11,2025-08-16 12:15:11
1820,1820,DHL,delivered,2024-10-06 01:52:30,2024-10-10 01:52:30
1821,1821,UPS,delivered,2024-02-20 06:15:07,2024-02-22 06:15:07
1822,1822,Sendy,delivered,2024-04-05 11:58:17,2024-04-08 11:58:17
1823,1823,DHL,delivered,2026-02-01 00:07:40,2026-02-02 00:07:40
1824,1824,FedEx,cancelled,,
1825,1825,DHL,delivered,2025-05-14 16:20:40,2025-05-17 16:20:40
1826,1826,UPS,processing,2024-08-16 06:20:25,
1827,1827,FedEx,delivered,2024-05-11 22:22:32,2024-05-12 22:22:32
1828,1828,G4S,delivered,2024-04-20 17:21:51,2024-04-21 17:21:51
1829,1829,UPS,delivered,2024-07-31 18:00:44,2024-08-07 18:00:44
1830,1830,DHL,delivered,2025-02-25 03:05:46,2025-03-02 03:05:46
1831,1831,DHL,delivered,2025-01-01 14:06:05,2025-01-08 14:06:05
1832,1832,FedEx,delivered,2025-11-23 09:05:41,2025-11-26 09:05:41
1833,1833,DHL,delivered,2024-05-29 04:53:20,2024-06-02 04:53:20
1834,1834,DHL,delivered,2025-02-08 14:41:08,2025-02-12 14:41:08
1835,1835,DHL,delivered,2024-08-12 18:33:52,2024-08-13 18:33:52
1836,1836,UPS,delivered,2025-10-14 12:34:55,2025-10-21 12:34:55
1837,1837,G4S,delivered,2025-10-31 09:19:22,2025-11-01 09:19:22
1838,1838,G4S,delivered,2025-11-02 22:43:53,2025-11-05 22:43:53
1839,1839,FedEx,delivered,2026-03-02 13:06:48,2026-03-10 13:06:48
1840,1840,DHL,delivered,2025-08-03 01:01:17,2025-08-07 01:01:17
1841,1841,G4S,delivered,2024-01-15 03:47:48,2024-01-19 03:47:48
1842,1842,FedEx,delivered,2025-10-03 13:22:18,2025-10-11 13:22:18
1843,1843,DHL,delivered,2024-10-04 17:04:21,2024-10-08 17:04:21
1844,1844,G4S,returned,2024-07-21 15:45:36,2024-07-25 15:45:36
1845,1845,G4S,delivered,2024-04-19 16:51:35,2024-04-21 16:51:35
1846,1846,FedEx,delivered,2024-01-07 01:30:15,2024-01-10 01:30:15
1847,1847,FedEx,delivered,2025-10-03 05:15:17,2025-10-09 05:15:17
1848,1848,FedEx,delivered,2024-05-17 04:47:26,2024-05-25 04:47:26
1849,1849,UPS,delivered,2025-01-26 12:34:05,2025-02-02 12:34:05
1850,1850,Sendy,processing,2025-04-29 01:32:46,
1851,1851,Sendy,delivered,2025-12-28 07:18:45,2026-01-02 07:18:45
1852,1852,UPS,delivered,2025-04-27 08:51:09,2025-04-30 08:51:09
1853,1853,Sendy,delivered,2024-10-09 05:03:26,2024-10-12 05:03:26
1854,1854,UPS,delivered,2024-05-04 10:06:28,2024-05-06 10:06:28
1855,1855,Sendy,cancelled,,
1856,1856,G4S,delivered,2025-11-29 03:04:53,2025-12-03 03:04:53
1857,1857,Sendy,delivered,2025-08-20 18:32:23,2025-08-24 18:32:23
1858,1858,FedEx,delivered,2024-01-27 16:41:13,2024-01-31 16:41:13
1859,1859,DHL,returned,2024-03-06 10:55:02,2024-03-10 10:55:02
1860,1860,FedEx,delivered,2026-01-12 05:41:10,2026-01-16 05:41:10
1861,1861,G4S,delivered,2024-11-08 15:39:03,2024-11-16 15:39:03
1862,1862,FedEx,delivered,2025-03-08 13:30:52,2025-03-13 13:30:52
1863,1863,UPS,delivered,2024-09-12 06:08:16,2024-09-17 06:08:16
1864,1864,UPS,delivered,2025-09-07 10:37:57,2025-09-08 10:37:57
1865,1865,Sendy,processing,2024-05-23 11:32:49,
1866,1866,FedEx,delivered,2026-03-29 10:13:18,2026-03-30 10:13:18
1867,1867,FedEx,delivered,2024-10-14 20:08:59,2024-10-20 20:08:59
1868,1868,UPS,returned,2025-04-08 18:16:07,2025-04-16 18:16:07
1869,1869,DHL,delivered,2025-09-26 16:17:17,2025-09-27 16:17:17
1870,1870,G4S,delivered,2024-01-04 16:49:16,2024-01-11 16:49:16
1871,1871,UPS,delivered,2026-01-12 09:35:36,2026-01-19 09:35:36
1872,1872,G4S,delivered,2025-08-12 10:38:31,2025-08-13 10:38:31
1873,1873,G4S,delivered,2024-07-30 09:09:40,2024-08-02 09:09:40
1874,1874,FedEx,delivered,2025-09-11 00:59:43,2025-09-15 00:59:43
1875,1875,FedEx,delivered,2024-07-01 23:15:31,2024-07-06 23:15:31
1876,1876,UPS,delivered,2024-12-20 04:06:53,2024-12-24 04:06:53
1877,1877,UPS,delivered,2024-01-16 12:39:36,2024-01-17 12:39:36
1878,1878,G4S,delivered,2024-11-19 14:17:54,2024-11-22 14:17:54
1879,1879,G4S,delivered,2025-11-10 21:33:21,2025-11-16 21:33:21
1880,1880,G4S,returned,2025-07-13 00:54:49,2025-07-21 00:54:49
1881,1881,DHL,delivered,2025-04-14 04:06:10,2025-04-18 04:06:10
1882,1882,G4S,delivered,2025-09-24 06:21:45,2025-09-28 06:21:45
1883,1883,FedEx,returned,2024-01-03 09:29:12,2024-01-07 09:29:12
1884,1884,G4S,delivered,2025-01-20 16:06:26,2025-01-21 16:06:26
1885,1885,FedEx,delivered,2025-06-01 06:27:19,2025-06-05 06:27:19
1886,1886,G4S,delivered,2025-07-02 01:59:43,2025-07-10 01:59:43
1887,1887,FedEx,delivered,2024-07-21 15:53:06,2024-07-22 15:53:06
1888,1888,UPS,delivered,2024-11-18 15:51:08,2024-11-20 15:51:08
1889,1889,G4S,delivered,2025-12-05 08:03:56,2025-12-13 08:03:56
1890,1890,Sendy,delivered,2024-07-28 15:19:59,2024-08-04 15:19:59
1891,1891,UPS,delivered,2024-09-15 17:39:29,2024-09-16 17:39:29
1892,1892,Sendy,delivered,2025-10-09 22:07:07,2025-10-11 22:07:07
1893,1893,Sendy,delivered,2024-03-31 10:50:48,2024-04-04 10:50:48
1894,1894,FedEx,delivered,2024-08-05 18:51:10,2024-08-07 18:51:10
1895,1895,DHL,delivered,2024-03-11 21:28:50,2024-03-14 21:28:50
1896,1896,G4S,delivered,2024-01-23 19:36:38,2024-01-30 19:36:38
1897,1897,FedEx,delivered,2025-01-02 18:18:53,2025-01-03 18:18:53
1898,1898,FedEx,delivered,2026-01-25 15:52:45,2026-01-30 15:52:45
1899,1899,G4S,delivered,2024-03-01 09:22:09,2024-03-08 09:22:09
1900,1900,G4S,delivered,2025-04-07 20:17:27,2025-04-14 20:17:27
1901,1901,DHL,delivered,2024-07-22 22:29:35,2024-07-29 22:29:35
1902,1902,G4S,delivered,2025-10-05 22:02:30,2025-10-07 22:02:30
1903,1903,FedEx,delivered,2025-01-17 06:40:31,2025-01-22 06:40:31
1904,1904,Sendy,delivered,2024-08-14 08:56:21,2024-08-22 08:56:21
1905,1905,FedEx,delivered,2024-10-29 13:55:56,2024-11-04 13:55:56
1906,1906,DHL,delivered,2025-02-19 19:11:44,2025-02-25 19:11:44
1907,1907,Sendy,delivered,2024-01-28 06:01:14,2024-02-05 06:01:14
1908,1908,Sendy,delivered,2024-10-09 06:18:32,2024-10-13 06:18:32
1909,1909,UPS,delivered,2025-08-01 05:02:22,2025-08-05 05:02:22
1910,1910,G4S,delivered,2025-02-14 05:51:33,2025-02-20 05:51:33
1911,1911,FedEx,delivered,2025-08-26 14:30:00,2025-08-27 14:30:00
1912,1912,G4S,delivered,2024-02-28 19:58:45,2024-03-04 19:58:45
1913,1913,G4S,delivered,2024-11-10 08:34:47,2024-11-17 08:34:47
1914,1914,G4S,delivered,2025-12-27 07:55:05,2025-12-31 07:55:05
1915,1915,FedEx,delivered,2025-06-06 06:29:55,2025-06-10 06:29:55
1916,1916,FedEx,delivered,2025-12-29 20:51:45,2025-12-30 20:51:45
1917,1917,Sendy,delivered,2024-11-22 15:31:36,2024-11-24 15:31:36
1918,1918,UPS,delivered,2025-08-28 10:16:26,2025-08-30 10:16:26
1919,1919,Sendy,delivered,2025-01-12 23:55:06,2025-01-19 23:55:06
1920,1920,Sendy,delivered,2025-06-13 15:16:26,2025-06-21 15:16:26
1921,1921,G4S,delivered,2024-01-11 17:12:05,2024-01-18 17:12:05
1922,1922,G4S,delivered,2024-11-05 18:19:41,2024-11-13 18:19:41
1923,1923,DHL,delivered,2025-10-08 10:56:58,2025-10-15 10:56:58
1924,1924,DHL,delivered,2024-12-02 08:23:59,2024-12-10 08:23:59
1925,1925,Sendy,delivered,2025-09-13 03:10:02,2025-09-19 03:10:02
1926,1926,DHL,delivered,2025-06-18 13:08:52,2025-06-22 13:08:52
1927,1927,Sendy,processing,2026-03-22 02:31:24,
1928,1928,G4S,delivered,2024-11-11 11:09:34,2024-11-19 11:09:34
1929,1929,DHL,delivered,2025-01-22 07:39:46,2025-01-28 07:39:46
1930,1930,Sendy,delivered,2024-06-22 20:05:23,2024-06-23 20:05:23
1931,1931,DHL,delivered,2024-01-14 23:58:42,2024-01-17 23:58:42
1932,1932,UPS,cancelled,,
1933,1933,DHL,delivered,2024-03-30 15:35:16,2024-04-03 15:35:16
1934,1934,FedEx,cancelled,,
1935,1935,UPS,delivered,2026-01-27 16:49:57,2026-01-28 16:49:57
1936,1936,G4S,delivered,2024-08-23 10:33:42,2024-08-30 10:33:42
1937,1937,FedEx,delivered,2024-10-03 09:13:22,2024-10-05 09:13:22
1938,1938,Sendy,delivered,2024-05-28 09:40:21,2024-06-02 09:40:21
1939,1939,UPS,cancelled,,
1940,1940,Sendy,delivered,2025-11-19 04:09:23,2025-11-20 04:09:23
1941,1941,G4S,delivered,2024-03-25 05:18:37,2024-03-28 05:18:37
1942,1942,G4S,delivered,2024-03-07 21:19:16,2024-03-08 21:19:16
1943,1943,UPS,delivered,2026-03-10 08:10:28,2026-03-16 08:10:28
1944,1944,G4S,delivered,2025-10-16 02:55:07,2025-10-24 02:55:07
1945,1945,DHL,delivered,2024-12-07 00:49:46,2024-12-11 00:49:46
1946,1946,G4S,delivered,2026-03-21 16:54:14,2026-03-27 16:54:14
1947,1947,Sendy,delivered,2025-10-29 20:00:52,2025-10-31 20:00:52
1948,1948,UPS,delivered,2025-07-23 12:09:22,2025-07-24 12:09:22
1949,1949,Sendy,delivered,2025-06-28 01:50:06,2025-07-03 01:50:06
1950,1950,G4S,delivered,2025-02-13 22:24:39,2025-02-16 22:24:39
1951,1951,Sendy,delivered,2025-07-16 01:40:54,2025-07-22 01:40:54
1952,1952,FedEx,delivered,2024-11-25 14:44:49,2024-11-28 14:44:49
1953,1953,DHL,cancelled,,
1954,1954,UPS,delivered,2024-12-17 00:43:46,2024-12-25 00:43:46
1955,1955,DHL,delivered,2024-09-30 06:41:44,2024-10-02 06:41:44
1956,1956,DHL,delivered,2025-07-15 01:18:55,2025-07-22 01:18:55
1957,1957,DHL,delivered,2026-02-09 05:42:31,2026-02-15 05:42:31
1958,1958,Sendy,delivered,2025-08-02 22:35:19,2025-08-07 22:35:19
1959,1959,DHL,returned,2024-04-24 20:14:00,2024-05-02 20:14:00
1960,1960,G4S,delivered,2025-10-04 22:30:50,2025-10-08 22:30:50
1961,1961,Sendy,delivered,2024-01-11 21:31:10,2024-01-15 21:31:10
1962,1962,DHL,delivered,2026-02-28 02:43:01,2026-03-08 02:43:01
1963,1963,G4S,delivered,2024-01-03 18:52:01,2024-01-05 18:52:01
1964,1964,UPS,delivered,2025-05-23 00:36:26,2025-05-29 00:36:26
1965,1965,UPS,delivered,2024-08-31 14:00:16,2024-09-06 14:00:16
1966,1966,Sendy,delivered,2025-03-10 23:57:30,2025-03-16 23:57:30
1967,1967,Sendy,processing,2025-06-05 08:20:57,
1968,1968,DHL,delivered,2025-04-24 16:00:04,2025-04-27 16:00:04
1969,1969,FedEx,delivered,2025-04-04 22:01:17,2025-04-10 22:01:17
1970,1970,G4S,delivered,2024-04-06 06:48:25,2024-04-10 06:48:25
1971,1971,DHL,delivered,2025-10-09 10:08:07,2025-10-17 10:08:07
1972,1972,UPS,delivered,2025-06-03 16:19:16,2025-06-11 16:19:16
1973,1973,FedEx,delivered,2024-07-02 16:20:29,2024-07-08 16:20:29
1974,1974,G4S,delivered,2025-03-18 06:13:19,2025-03-21 06:13:19
1975,1975,DHL,delivered,2025-01-10 17:29:14,2025-01-17 17:29:14
1976,1976,UPS,delivered,2024-10-13 12:26:15,2024-10-19 12:26:15
1977,1977,DHL,delivered,2024-01-09 19:37:09,2024-01-13 19:37:09
1978,1978,FedEx,delivered,2024-09-22 17:25:24,2024-09-23 17:25:24
1979,1979,Sendy,delivered,2024-06-05 13:45:13,2024-06-10 13:45:13
1980,1980,G4S,delivered,2024-08-29 01:10:48,2024-09-04 01:10:48
1981,1981,UPS,delivered,2025-11-04 12:43:34,2025-11-07 12:43:34
1982,1982,DHL,delivered,2025-01-17 16:06:13,2025-01-21 16:06:13
1983,1983,DHL,delivered,2024-04-07 02:29:11,2024-04-13 02:29:11
1984,1984,FedEx,delivered,2024-04-09 17:35:01,2024-04-14 17:35:01
1985,1985,Sendy,delivered,2024-04-04 05:47:28,2024-04-06 05:47:28
1986,1986,DHL,delivered,2026-03-09 05:45:29,2026-03-16 05:45:29
1987,1987,UPS,delivered,2025-04-16 08:32:12,2025-04-18 08:32:12
1988,1988,FedEx,delivered,2024-11-18 19:29:11,2024-11-25 19:29:11
1989,1989,FedEx,delivered,2025-09-13 16:50:06,2025-09-21 16:50:06
1990,1990,UPS,processing,2024-04-23 03:25:58,
1991,1991,Sendy,delivered,2026-03-20 00:13:11,2026-03-23 00:13:11
1992,1992,DHL,delivered,2025-11-21 10:23:45,2025-11-26 10:23:45
1993,1993,FedEx,delivered,2025-03-10 15:44:51,2025-03-12 15:44:51
1994,1994,FedEx,delivered,2024-05-06 15:54:19,2024-05-11 15:54:19
1995,1995,G4S,delivered,2024-12-24 12:22:24,2024-12-28 12:22:24
1996,1996,FedEx,delivered,2026-02-02 14:04:54,2026-02-07 14:04:54
1997,1997,Sendy,delivered,2025-08-17 16:06:19,2025-08-20 16:06:19
1998,1998,G4S,delivered,2024-10-15 09:59:31,2024-10-21 09:59:31
1999,1999,DHL,delivered,2024-07-06 06:21:50,2024-07-14 06:21:50
2000,2000,Sendy,delivered,2025-03-14 16:29:16,2025-03-17 16:29:16
2001,2001,DHL,delivered,2025-09-25 16:32:31,2025-10-02 16:32:31
2002,2002,G4S,delivered,2025-01-21 07:20:12,2025-01-26 07:20:12
2003,2003,UPS,cancelled,,
2004,2004,G4S,delivered,2024-03-30 05:31:35,2024-03-31 05:31:35
2005,2005,UPS,delivered,2024-01-07 02:12:07,2024-01-15 02:12:07
2006,2006,UPS,processing,2024-11-12 02:31:06,
2007,2007,Sendy,delivered,2025-08-23 22:19:22,2025-08-25 22:19:22
2008,2008,UPS,delivered,2024-11-22 14:00:27,2024-11-26 14:00:27
2009,2009,G4S,cancelled,,
2010,2010,G4S,delivered,2026-01-25 21:08:35,2026-01-31 21:08:35
2011,2011,UPS,delivered,2024-04-05 14:20:28,2024-04-08 14:20:28
2012,2012,Sendy,delivered,2025-01-20 18:55:56,2025-01-26 18:55:56
2013,2013,DHL,delivered,2024-02-04 00:06:51,2024-02-08 00:06:51
2014,2014,FedEx,delivered,2025-07-17 15:41:47,2025-07-22 15:41:47
2015,2015,UPS,delivered,2024-05-18 21:53:34,2024-05-22 21:53:34
2016,2016,DHL,delivered,2024-07-12 14:54:39,2024-07-20 14:54:39
2017,2017,DHL,processing,2025-08-05 03:50:06,
2018,2018,UPS,delivered,2025-01-27 22:27:43,2025-02-01 22:27:43
2019,2019,G4S,delivered,2025-09-28 17:28:21,2025-09-30 17:28:21
2020,2020,DHL,delivered,2025-05-27 18:45:28,2025-05-29 18:45:28
2021,2021,G4S,delivered,2025-06-24 04:44:46,2025-06-25 04:44:46
2022,2022,G4S,delivered,2024-08-19 07:09:25,2024-08-24 07:09:25
2023,2023,Sendy,delivered,2024-03-04 02:08:08,2024-03-07 02:08:08
2024,2024,G4S,delivered,2024-07-09 07:22:50,2024-07-15 07:22:50
2025,2025,G4S,delivered,2025-07-09 22:10:40,2025-07-16 22:10:40
2026,2026,G4S,delivered,2024-09-07 05:52:29,2024-09-08 05:52:29
2027,2027,DHL,delivered,2025-09-04 01:24:56,2025-09-12 01:24:56
2028,2028,G4S,delivered,2025-12-31 07:12:06,2026-01-04 07:12:06
2029,2029,Sendy,delivered,2025-04-26 10:59:24,2025-05-03 10:59:24
2030,2030,UPS,cancelled,,
2031,2031,DHL,delivered,2025-02-23 14:48:43,2025-03-01 14:48:43
2032,2032,UPS,delivered,2026-03-08 01:22:48,2026-03-13 01:22:48
2033,2033,FedEx,delivered,2025-07-06 07:02:38,2025-07-09 07:02:38
2034,2034,Sendy,delivered,2026-03-03 03:03:25,2026-03-08 03:03:25
2035,2035,Sendy,delivered,2026-01-03 17:13:42,2026-01-09 17:13:42
2036,2036,G4S,delivered,2025-07-07 13:19:19,2025-07-12 13:19:19
2037,2037,DHL,delivered,2025-06-20 01:28:20,2025-06-28 01:28:20
2038,2038,DHL,delivered,2025-04-01 15:14:50,2025-04-05 15:14:50
2039,2039,G4S,delivered,2026-01-09 12:17:53,2026-01-16 12:17:53
2040,2040,Sendy,delivered,2025-12-25 17:48:46,2025-12-27 17:48:46
2041,2041,G4S,processing,2024-05-24 18:01:04,
2042,2042,Sendy,delivered,2026-01-15 08:08:13,2026-01-19 08:08:13
2043,2043,G4S,delivered,2025-06-26 19:52:55,2025-07-04 19:52:55
2044,2044,Sendy,delivered,2024-12-06 15:33:34,2024-12-13 15:33:34
2045,2045,Sendy,delivered,2024-08-20 13:42:21,2024-08-22 13:42:21
2046,2046,Sendy,delivered,2025-04-27 14:22:33,2025-04-29 14:22:33
2047,2047,DHL,delivered,2025-10-10 12:53:24,2025-10-14 12:53:24
2048,2048,DHL,delivered,2025-07-25 01:54:46,2025-08-02 01:54:46
2049,2049,FedEx,delivered,2024-12-26 04:03:25,2024-12-30 04:03:25
2050,2050,Sendy,delivered,2025-12-09 06:34:46,2025-12-13 06:34:46
2051,2051,UPS,delivered,2024-12-14 04:21:41,2024-12-22 04:21:41
2052,2052,UPS,delivered,2025-03-02 12:46:37,2025-03-04 12:46:37
2053,2053,FedEx,processing,2024-05-19 21:36:56,
2054,2054,Sendy,delivered,2024-05-13 20:03:20,2024-05-19 20:03:20
2055,2055,FedEx,delivered,2025-09-12 22:46:40,2025-09-18 22:46:40
2056,2056,FedEx,delivered,2026-02-14 07:32:09,2026-02-19 07:32:09
2057,2057,G4S,delivered,2026-01-10 00:14:57,2026-01-17 00:14:57
2058,2058,DHL,delivered,2025-11-04 04:17:38,2025-11-08 04:17:38
2059,2059,DHL,delivered,2025-11-17 06:06:20,2025-11-19 06:06:20
2060,2060,Sendy,delivered,2024-10-25 05:10:32,2024-10-26 05:10:32
2061,2061,Sendy,delivered,2025-11-07 08:13:41,2025-11-10 08:13:41
2062,2062,UPS,delivered,2024-04-16 06:17:47,2024-04-22 06:17:47
2063,2063,FedEx,delivered,2024-05-20 15:22:31,2024-05-26 15:22:31
2064,2064,Sendy,delivered,2024-01-29 09:48:38,2024-02-01 09:48:38
2065,2065,DHL,delivered,2024-08-03 13:33:16,2024-08-08 13:33:16
2066,2066,Sendy,delivered,2025-10-11 06:04:56,2025-10-17 06:04:56
2067,2067,FedEx,returned,2026-01-14 20:29:40,2026-01-16 20:29:40
2068,2068,DHL,delivered,2024-12-06 09:23:42,2024-12-14 09:23:42
2069,2069,Sendy,delivered,2026-02-11 09:31:22,2026-02-14 09:31:22
2070,2070,DHL,delivered,2024-10-02 05:38:46,2024-10-10 05:38:46
2071,2071,G4S,delivered,2024-11-03 13:49:07,2024-11-05 13:49:07
2072,2072,DHL,delivered,2024-07-18 06:30:29,2024-07-21 06:30:29
2073,2073,G4S,delivered,2026-03-02 20:04:55,2026-03-08 20:04:55
2074,2074,Sendy,delivered,2024-03-18 03:18:35,2024-03-20 03:18:35
2075,2075,DHL,delivered,2025-02-28 19:52:23,2025-03-03 19:52:23
2076,2076,Sendy,delivered,2026-01-20 06:41:31,2026-01-25 06:41:31
2077,2077,Sendy,delivered,2025-03-24 02:33:36,2025-03-28 02:33:36
2078,2078,G4S,delivered,2024-05-24 09:26:32,2024-05-30 09:26:32
2079,2079,UPS,delivered,2024-02-09 16:44:59,2024-02-16 16:44:59
2080,2080,UPS,processing,2024-03-26 12:30:06,
2081,2081,Sendy,delivered,2026-03-30 01:38:32,2026-04-04 01:38:32
2082,2082,FedEx,delivered,2026-03-13 21:36:44,2026-03-16 21:36:44
2083,2083,G4S,delivered,2025-05-21 23:50:25,2025-05-26 23:50:25
2084,2084,Sendy,returned,2025-11-18 14:50:28,2025-11-19 14:50:28
2085,2085,FedEx,delivered,2026-02-04 06:10:13,2026-02-10 06:10:13
2086,2086,Sendy,delivered,2025-07-14 03:16:21,2025-07-19 03:16:21
2087,2087,UPS,delivered,2024-06-19 05:49:58,2024-06-26 05:49:58
2088,2088,FedEx,delivered,2026-02-25 06:29:46,2026-03-05 06:29:46
2089,2089,Sendy,delivered,2025-07-23 13:17:05,2025-07-25 13:17:05
2090,2090,UPS,delivered,2024-05-03 11:45:51,2024-05-10 11:45:51
2091,2091,FedEx,delivered,2025-05-15 13:02:04,2025-05-19 13:02:04
2092,2092,DHL,delivered,2025-02-06 07:56:12,2025-02-08 07:56:12
2093,2093,DHL,delivered,2026-03-02 15:34:47,2026-03-09 15:34:47
2094,2094,DHL,delivered,2026-01-18 15:34:48,2026-01-26 15:34:48
2095,2095,G4S,delivered,2024-11-09 15:33:39,2024-11-10 15:33:39
2096,2096,Sendy,delivered,2024-01-25 07:18:52,2024-01-29 07:18:52
2097,2097,G4S,delivered,2025-12-19 04:15:37,2025-12-24 04:15:37
2098,2098,G4S,delivered,2025-06-11 00:46:08,2025-06-16 00:46:08
2099,2099,G4S,cancelled,,
2100,2100,Sendy,delivered,2024-06-04 00:27:14,2024-06-10 00:27:14
2101,2101,FedEx,processing,2024-05-03 12:30:39,
2102,2102,FedEx,delivered,2025-06-12 21:22:59,2025-06-13 21:22:59
2103,2103,DHL,delivered,2024-11-21 22:44:58,2024-11-29 22:44:58
2104,2104,FedEx,returned,2024-10-12 07:45:37,2024-10-18 07:45:37
2105,2105,UPS,delivered,2024-11-30 10:56:01,2024-12-07 10:56:01
2106,2106,G4S,delivered,2025-12-13 10:57:18,2025-12-20 10:57:18
2107,2107,G4S,delivered,2024-12-27 09:38:44,2025-01-01 09:38:44
2108,2108,UPS,delivered,2025-10-05 10:30:53,2025-10-06 10:30:53
2109,2109,FedEx,delivered,2025-03-31 23:47:21,2025-04-05 23:47:21
2110,2110,Sendy,delivered,2024-08-26 08:07:12,2024-08-31 08:07:12
2111,2111,UPS,delivered,2024-11-06 08:43:53,2024-11-07 08:43:53
2112,2112,Sendy,delivered,2024-12-11 07:20:10,2024-12-18 07:20:10
2113,2113,FedEx,cancelled,,
2114,2114,G4S,delivered,2024-01-10 21:57:32,2024-01-18 21:57:32
2115,2115,UPS,returned,2026-03-02 20:06:28,2026-03-09 20:06:28
2116,2116,Sendy,delivered,2024-12-18 06:37:18,2024-12-22 06:37:18
2117,2117,G4S,delivered,2025-09-26 06:07:12,2025-09-29 06:07:12
2118,2118,FedEx,delivered,2025-04-06 15:11:12,2025-04-13 15:11:12
2119,2119,FedEx,delivered,2026-03-28 03:46:37,2026-03-30 03:46:37
2120,2120,DHL,delivered,2024-03-29 12:24:23,2024-04-05 12:24:23
2121,2121,Sendy,delivered,2024-09-04 02:10:43,2024-09-06 02:10:43
2122,2122,FedEx,delivered,2025-08-04 07:16:26,2025-08-09 07:16:26
2123,2123,FedEx,delivered,2024-08-28 04:37:10,2024-08-31 04:37:10
2124,2124,G4S,delivered,2024-01-24 22:12:48,2024-01-27 22:12:48
2125,2125,DHL,delivered,2025-02-12 02:03:55,2025-02-19 02:03:55
2126,2126,UPS,delivered,2025-07-05 09:14:15,2025-07-10 09:14:15
2127,2127,FedEx,cancelled,,
2128,2128,G4S,delivered,2025-12-30 05:26:38,2026-01-05 05:26:38
2129,2129,Sendy,delivered,2024-11-06 12:16:47,2024-11-08 12:16:47
2130,2130,DHL,delivered,2024-05-03 17:22:44,2024-05-05 17:22:44
2131,2131,DHL,cancelled,,
2132,2132,G4S,cancelled,,
2133,2133,Sendy,delivered,2024-03-05 19:56:12,2024-03-13 19:56:12
2134,2134,UPS,delivered,2024-08-20 18:00:01,2024-08-25 18:00:01
2135,2135,DHL,delivered,2024-02-23 21:55:15,2024-02-27 21:55:15
2136,2136,G4S,delivered,2025-09-16 05:46:43,2025-09-23 05:46:43
2137,2137,Sendy,delivered,2026-01-28 12:23:44,2026-02-02 12:23:44
2138,2138,G4S,delivered,2026-02-01 11:58:24,2026-02-06 11:58:24
2139,2139,FedEx,delivered,2025-01-23 21:19:05,2025-01-25 21:19:05
2140,2140,Sendy,delivered,2025-05-02 10:59:02,2025-05-07 10:59:02
2141,2141,Sendy,processing,2025-10-09 14:31:19,
2142,2142,DHL,delivered,2024-02-26 12:03:49,2024-02-27 12:03:49
2143,2143,DHL,delivered,2024-12-22 18:05:35,2024-12-23 18:05:35
2144,2144,UPS,delivered,2024-10-18 09:44:31,2024-10-19 09:44:31
2145,2145,FedEx,delivered,2024-10-11 08:19:16,2024-10-14 08:19:16
2146,2146,FedEx,cancelled,,
