payment_id,order_id,payment_method,payment_status,payment_amount,paid_at
1994,1994,paypal,success,2691.62,2024-05-05 04:55:19
1995,1995,paypal,PAID,719.79,2024-12-22 20:58:24
1996,1996,mobile_money,PAID,741.10,2026-02-02 05:06:54
1997,1997,card,paid,295.49,2025-08-16 04:47:19
1998,1998,paypal,paid,378.74,2024-10-13 05:07:31
1999,1999,bank_transfer,success,2615.79,2024-07-05 12:08:50
2000,2000,paypal,PAID,234.84,2025-03-13 15:07:16
2001,2001,card,paid,1062.85,2025-09-24 18:45:31
2002,2002,card,success,592.30,2025-01-20 10:25:12
2003,2003,bank_transfer,failed,0.00,2024-08-05 13:49:22
2004,2004,mobile_money,paid,596.11,2024-03-29 05:41:35
2005,2005,card,paid,1493.97,2024-01-04 23:51:07
2006,2006,paypal,pending,0.00,2024-11-09 06:32:06
2007,2007,mobile_money,success,1579.50,2025-08-21 00:09:22
2008,2008,card,PAID,1131.93,2024-11-21 04:35:27
2009,2009,mobile_money,failed,0.00,2024-03-26 00:18:15
2010,2010,paypal,PAID,951.63,2026-01-24 14:48:35
2011,2011,paypal,paid,752.06,2024-04-02 20:41:28
2012,2012,card,PAID,379.12,2025-01-20 08:03:56
2013,2013,mobile_money,success,189.54,2024-02-02 14:17:51
2014,2014,bank_transfer,paid,2317.96,2025-07-14 18:37:47
2015,2015,paypal,success,238.85,2024-05-16 18:06:34
2016,2016,card,success,674.06,2024-07-11 23:29:39
2017,2017,paypal,pending,0.00,2025-08-04 07:03:06
2018,2018,paypal,PAID,192.76,2025-01-25 17:38:43
2019,2019,bank_transfer,success,1215.16,2025-09-27 05:21:21
2020,2020,mobile_money,success,1663.49,2025-05-26 10:11:28
2021,2021,bank_transfer,PAID,348.37,2025-06-22 08:57:46
2022,2022,mobile_money,paid,272.81,2024-08-17 06:53:25
2023,2023,card,paid,1854.21,2024-03-03 16:34:08
2024,2024,mobile_money,success,373.84,2024-07-07 12:17:50
2025,2025,card,success,1143.44,2025-07-08 20:14:40
2026,2026,mobile_money,paid,1918.81,2024-09-06 23:01:29
2027,2027,paypal,paid,227.67,2025-09-03 03:54:56
2028,2028,bank_transfer,PAID,319.23,2025-12-30 20:00:06
2029,2029,mobile_money,paid,305.08,2025-04-25 12:48:24
2030,2030,card,failed,0.00,2024-09-18 12:16:50
2031,2031,mobile_money,paid,731.73,2025-02-23 04:55:43
2032,2032,bank_transfer,success,425.03,2026-03-07 15:40:48
2033,2033,mobile_money,PAID,503.75,2025-07-05 20:33:38
2034,2034,mobile_money,success,550.12,2026-02-28 05:24:25
2035,2035,paypal,paid,383.41,2026-01-02 21:01:42
2036,2036,mobile_money,paid,1847.20,2025-07-05 23:08:19
2037,2037,bank_transfer,PAID,1337.49,2025-06-17 11:15:20
2038,2038,paypal,PAID,629.74,2025-03-30 08:19:50
2039,2039,card,success,448.24,2026-01-08 16:04:53
2040,2040,mobile_money,paid,436.37,2025-12-22 18:26:46
2041,2041,mobile_money,pending,0.00,2024-05-23 03:01:04
2042,2042,paypal,paid,424.54,2026-01-14 17:47:13
2043,2043,mobile_money,paid,2767.62,2025-06-26 02:37:55
2044,2044,bank_transfer,success,664.91,2024-12-04 19:45:34
2045,2045,bank_transfer,PAID,485.51,2024-08-19 04:19:21
2046,2046,bank_transfer,success,1424.20,2025-04-26 08:38:33
2047,2047,card,success,1143.53,2025-10-08 22:27:24
2048,2048,mobile_money,PAID,2028.47,2025-07-24 10:52:46
2049,2049,mobile_money,paid,758.03,2024-12-23 11:22:25
2050,2050,paypal,paid,109.13,2025-12-07 22:43:46
2051,2051,paypal,PAID,164.28,2024-12-12 09:05:41
2052,2052,paypal,success,1201.45,2025-02-28 07:02:37
2053,2053,mobile_money,pending,0.00,2024-05-17 23:07:56
2054,2054,mobile_money,PAID,44.39,2024-05-12 17:35:20
2055,2055,card,success,430.68,2025-09-12 11:06:40
2056,2056,bank_transfer,PAID,43.99,2026-02-13 04:02:09
2057,2057,bank_transfer,PAID,1241.46,2026-01-07 15:02:57
2058,2058,bank_transfer,paid,234.00,2025-11-01 08:11:38
2059,2059,mobile_money,PAID,404.38,2025-11-16 03:58:20
2060,2060,card,paid,527.18,2024-10-22 22:08:32
2061,2061,mobile_money,PAID,199.19,2025-11-06 07:21:41
2062,2062,card,PAID,24.02,2024-04-15 15:45:47
2063,2063,mobile_money,paid,581.63,2024-05-17 19:31:31
2064,2064,bank_transfer,PAID,290.18,2024-01-28 22:52:38
2065,2065,bank_transfer,paid,485.76,2024-08-03 08:07:16
2066,2066,paypal,paid,1430.26,2025-10-10 06:40:56
2067,2067,bank_transfer,refund,998.16,2026-01-13 08:10:40
2068,2068,card,PAID,186.12,2024-12-04 17:32:42
2069,2069,bank_transfer,PAID,522.68,2026-02-10 13:41:22
2070,2070,mobile_money,success,525.72,2024-09-29 12:47:46
2071,2071,bank_transfer,PAID,376.07,2024-11-02 09:20:07
2072,2072,mobile_money,PAID,363.89,2024-07-17 03:51:29
2073,2073,card,PAID,423.99,2026-02-28 20:17:55
2074,2074,card,PAID,1374.45,2024-03-17 15:56:35
2075,2075,paypal,success,470.40,2025-02-27 04:50:23
2076,2076,card,paid,224.44,2026-01-19 14:39:31
2077,2077,bank_transfer,success,271.01,2025-03-22 01:16:36
2078,2078,paypal,success,751.62,2024-05-22 10:55:32
2079,2079,mobile_money,paid,60.72,2024-02-08 22:18:59
2080,2080,card,pending,0.00,2024-03-23 13:42:06
2081,2081,paypal,success,2639.61,2026-03-28 20:52:32
2082,2082,paypal,paid,981.83,2026-03-12 15:12:44
2083,2083,paypal,success,450.81,2025-05-20 03:11:25
2084,2084,mobile_money,refund,459.58,2025-11-16 18:35:28
2085,2085,paypal,PAID,578.73,2026-02-04 01:07:13
2086,2086,mobile_money,success,876.10,2025-07-13 13:51:21
2087,2087,card,success,1405.96,2024-06-18 13:14:58
2088,2088,card,paid,184.49,2026-02-22 09:11:46
2089,2089,bank_transfer,success,735.94,2025-07-22 08:37:05
2090,2090,mobile_money,paid,2049.39,2024-05-02 23:31:51
2091,2091,paypal,paid,1262.04,2025-05-13 04:48:04
2092,2092,card,PAID,447.97,2025-02-04 01:19:12
2093,2093,bank_transfer,success,1058.09,2026-03-01 23:56:47
2094,2094,paypal,PAID,636.19,2026-01-17 03:41:48
2095,2095,card,PAID,1629.98,2024-11-08 10:48:39
2096,2096,bank_transfer,paid,207.90,2024-01-23 14:52:52
2097,2097,card,paid,1103.93,2025-12-17 09:51:37
2098,2098,paypal,paid,107.98,2025-06-09 15:47:08
2099,2099,paypal,declined,0.00,2024-03-06 07:07:58
2100,2100,card,success,885.92,2024-06-03 14:21:14
2101,2101,paypal,pending,0.00,2024-04-30 20:34:39
2102,2102,card,PAID,1392.42,2025-06-10 04:05:59
2103,2103,card,PAID,1354.29,2024-11-21 08:07:58
2104,2104,card,refunded,1272.80,2024-10-11 01:03:37
2105,2105,paypal,PAID,301.45,2024-11-29 18:11:01
2106,2106,bank_transfer,PAID,272.19,2025-12-12 17:51:18
2107,2107,mobile_money,PAID,138.28,2024-12-26 20:12:44
2108,2108,paypal,paid,1775.78,2025-10-04 15:32:53
2109,2109,paypal,PAID,399.54,2025-03-29 11:24:21
2110,2110,mobile_money,success,91.63,2024-08-25 22:36:12
2111,2111,mobile_money,success,597.18,2024-11-03 12:52:53
2112,2112,card,paid,409.68,2024-12-09 00:17:10
2113,2113,bank_transfer,declined,0.00,2024-02-13 08:48:53
2114,2114,bank_transfer,success,1647.35,2024-01-09 07:32:32
2115,2115,paypal,refund,46.80,2026-03-02 13:02:28
2116,2116,mobile_money,PAID,418.71,2024-12-16 20:56:18
2117,2117,bank_transfer,paid,10.40,2025-09-25 18:48:12
2118,2118,mobile_money,paid,353.04,2025-04-04 23:10:12
2119,2119,card,PAID,10.20,2026-03-27 04:19:37
2120,2120,card,paid,550.65,2024-03-26 18:41:23
2121,2121,paypal,paid,229.18,2024-09-02 07:35:43
2122,2122,bank_transfer,PAID,1010.79,2025-08-03 17:54:26
2123,2123,mobile_money,PAID,418.95,2024-08-26 20:59:10
2124,2124,bank_transfer,paid,157.29,2024-01-24 19:02:48
2125,2125,bank_transfer,success,299.67,2025-02-10 00:54:55
2126,2126,bank_transfer,success,590.97,2025-07-04 03:31:15
2127,2127,mobile_money,failed,0.00,2024-07-10 10:46:45
2128,2128,bank_transfer,PAID,1257.21,2025-12-30 01:39:38
2129,2129,mobile_money,PAID,873.87,2024-11-06 09:31:47
2130,2130,bank_transfer,success,409.83,2024-05-03 08:01:44
2131,2131,bank_transfer,failed,0.00,2026-03-01 07:02:22
2132,2132,paypal,declined,0.00,2024-11-10 04:42:47
2133,2133,card,PAID,1435.51,2024-03-03 23:13:12
2134,2134,card,PAID,449.77,2024-08-19 07:39:01
2135,2135,card,success,1507.83,2024-02-21 09:21:15
2136,2136,bank_transfer,paid,1270.79,2025-09-15 11:46:43
2137,2137,paypal,success,61.02,2026-01-27 05:24:44
2138,2138,card,success,846.63,2026-01-30 04:40:24
2139,2139,paypal,paid,138.65,2025-01-22 14:03:05
2140,2140,mobile_money,paid,457.68,2025-04-29 16:31:02
2141,2141,bank_transfer,pending,0.00,2025-10-08 03:06:19
2142,2142,card,PAID,801.67,2024-02-25 19:20:49
2143,2143,bank_transfer,PAID,1754.44,2024-12-20 00:01:35
2144,2144,bank_transfer,success,8.77,2024-10-17 16:31:31
2145,2145,card,success,324.34,2024-10-09 02:21:16
2146,2146,bank_transfer,declined,0.00,2024-12-29 00:01:12
2147,2147,card,PAID,1605.71,2025-03-24 21:31:05
2148,2148,bank_transfer,PAID,262.08,2024-06-15 00:34:43
2149,2149,card,PAID,1315.85,2026-01-13 07:48:55
2150,2150,mobile_money,paid,618.45,2024-08-06 09:01:44
2151,2151,mobile_money,success,841.10,2025-10-16 15:03:19
2152,2152,card,success,3703.49,2025-11-15 06:22:47
2153,2153,bank_transfer,success,954.97,2025-05-08 20:11:00
2154,2154,mobile_money,paid,1759.35,2025-01-29 20:26:20
2155,2155,bank_transfer,paid,255.57,2024-07-05 11:07:18
2156,2156,mobile_money,paid,19.14,2025-09-19 01:07:26
2157,2157,mobile_money,paid,328.35,2025-06-28 16:19:15
2158,2158,bank_transfer,PAID,877.02,2024-09-13 05:48:02
2159,2159,paypal,PAID,224.10,2024-02-06 04:00:22
2160,2160,bank_transfer,success,191.18,2025-06-15 23:20:06
2161,2161,card,success,824.35,2024-08-07 19:16:31
2162,2162,paypal,success,638.36,2025-11-02 05:53:06
2163,2163,bank_transfer,declined,0.00,2026-01-10 19:02:44
2164,2164,bank_transfer,PAID,633.12,2025-04-07 16:39:14
2165,2165,bank_transfer,success,221.08,2024-08-09 14:43:15
2166,2166,bank_transfer,paid,350.69,2024-03-04 07:24:13
2167,2167,paypal,success,573.05,2024-10-16 11:17:27
2168,2168,paypal,paid,104.25,2026-02-28 22:33:30
2169,2169,card,success,1140.78,2025-07-06 01:41:08
2170,2170,card,failed,0.00,2025-05-22 05:07:05
2171,2171,paypal,PAID,964.53,2024-06-30 11:09:22
2172,2172,paypal,success,289.81,2024-01-02 22:56:22
2173,2173,mobile_money,paid,327.28,2026-02-24 21:40:42
2174,2174,mobile_money,PAID,2683.01,2025-03-29 16:28:38
2175,2175,bank_transfer,paid,611.31,2025-08-31 22:27:27
2176,2176,card,PAID,1994.36,2024-09-13 04:14:23
2177,2177,card,paid,329.06,2024-08-15 14:40:39
2178,2178,paypal,PAID,53.06,2024-07-04 14:20:35
2179,2179,mobile_money,PAID,1922.62,2024-08-10 04:33:09
2180,2180,card,paid,1601.81,2025-05-14 11:23:08
2181,2181,card,success,58.06,2024-03-17 16:32:59
2182,2182,mobile_money,failed,0.00,2025-02-05 13:53:12
2183,2183,mobile_money,PAID,374.26,2025-07-13 08:39:13
2184,2184,bank_transfer,paid,481.04,2025-06-28 04:20:51
2185,2185,card,success,78.55,2024-07-15 14:20:58
2186,2186,card,PAID,433.83,2024-03-16 09:28:47
2187,2187,card,paid,142.62,2024-04-04 00:52:48
2188,2188,paypal,paid,1011.17,2024-05-20 05:27:25
2189,2189,paypal,paid,1409.62,2025-07-12 05:56:09
2190,2190,bank_transfer,success,725.78,2025-07-03 06:32:34
2191,2191,bank_transfer,PAID,481.55,2026-02-18 02:02:41
2192,2192,mobile_money,PAID,1217.06,2024-07-07 01:55:34
2193,2193,card,PAID,933.17,2024-02-24 21:02:07
2194,2194,card,paid,841.84,2025-09-01 18:57:42
2195,2195,card,pending,0.00,2025-04-05 22:19:14
2196,2196,card,PAID,892.44,2025-07-12 23:57:15
2197,2197,bank_transfer,paid,884.39,2025-04-04 22:16:02
2198,2198,mobile_money,success,1616.57,2024-10-09 02:53:22
2199,2199,card,success,596.40,2025-04-13 16:48:30
2200,2200,card,success,465.04,2025-09-12 18:31:58
2201,2201,card,paid,313.46,2024-07-15 02:29:13
2202,2202,bank_transfer,success,666.07,2025-02-14 12:05:46
2203,2203,card,paid,159.18,2025-11-27 04:18:25
2204,2204,mobile_money,PAID,1841.73,2024-12-24 01:13:30
2205,2205,mobile_money,PAID,982.52,2024-12-07 09:56:55
2206,2206,mobile_money,PAID,464.39,2024-07-17 14:30:46
2207,2207,mobile_money,success,621.60,2025-03-29 18:47:55
2208,2208,card,success,327.40,2024-01-29 11:52:35
2209,2209,paypal,success,1002.50,2024-04-12 00:57:08
2210,2210,bank_transfer,PAID,902.01,2024-07-10 05:18:46
2211,2211,paypal,paid,963.22,2025-03-06 15:34:17
2212,2212,bank_transfer,PAID,22.47,2025-04-05 03:46:16
2213,2213,card,success,1219.63,2024-07-20 17:52:04
2214,2214,mobile_money,success,2255.37,2026-03-30 04:12:28
2215,2215,paypal,pending,0.00,2024-01-01 04:53:17
2216,2216,mobile_money,PAID,433.98,2026-02-15 15:54:58
2217,2217,card,paid,1211.93,2026-01-28 08:28:39
2218,2218,card,success,2389.05,2025-08-21 01:59:46
2219,2219,mobile_money,success,1849.34,2026-02-25 18:18:33
2220,2220,card,PAID,1086.27,2024-09-14 19:28:07
2221,2221,paypal,paid,99.32,2026-03-16 18:02:20
2222,2222,mobile_money,pending,0.00,2024-12-08 06:07:56
2223,2223,mobile_money,failed,0.00,2024-12-01 04:26:42
2224,2224,paypal,paid,458.07,2024-05-02 19:51:25
2225,2225,mobile_money,paid,524.37,2025-12-07 22:04:35
2226,2226,card,paid,591.16,2024-06-30 10:54:02
2227,2227,bank_transfer,paid,550.02,2024-06-04 04:27:05
2228,2228,mobile_money,PAID,558.52,2024-11-03 23:31:34
2229,2229,mobile_money,paid,1017.37,2024-10-09 11:20:05
2230,2230,paypal,paid,214.56,2024-09-04 13:30:36
2231,2231,card,PAID,464.97,2025-06-04 02:01:20
2232,2232,card,PAID,251.71,2024-04-14 01:14:41
2233,2233,card,PAID,171.40,2024-02-09 11:13:08
2234,2234,bank_transfer,paid,700.55,2024-01-12 23:44:53
2235,2235,bank_transfer,success,996.12,2024-02-13 13:24:17
2236,2236,paypal,PAID,823.43,2025-03-02 09:07:28
2237,2237,paypal,paid,241.17,2025-12-04 09:28:00
2238,2238,paypal,paid,485.48,2024-05-25 09:52:58
2239,2239,paypal,success,757.83,2024-09-05 17:38:06
2240,2240,card,success,526.04,2024-10-12 13:18:31
2241,2241,mobile_money,PAID,410.68,2024-02-20 07:46:39
2242,2242,mobile_money,paid,417.46,2024-03-02 20:26:30
2243,2243,mobile_money,paid,137.43,2024-10-11 08:17:06
2244,2244,paypal,paid,288.86,2025-06-27 20:14:03
2245,2245,card,success,640.37,2024-07-31 18:38:17
2246,2246,mobile_money,paid,374.06,2025-05-17 23:54:40
2247,2247,card,PAID,250.54,2025-04-01 13:06:41
2248,2248,paypal,paid,317.98,2024-02-02 16:22:06
2249,2249,paypal,PAID,235.94,2026-01-09 12:43:34
2250,2250,card,PAID,679.84,2024-12-02 18:02:03
2251,2251,bank_transfer,pending,0.00,2024-10-30 11:51:12
2252,2252,mobile_money,success,1089.65,2025-01-01 04:35:06
2253,2253,mobile_money,paid,186.54,2024-08-10 13:44:15
2254,2254,card,PAID,678.74,2024-12-11 21:37:38
2255,2255,bank_transfer,PAID,1914.42,2026-02-07 19:30:13
2256,2256,bank_transfer,declined,0.00,2025-08-08 01:33:54
2257,2257,paypal,PAID,25.05,2024-03-24 10:30:45
2258,2258,card,success,637.05,2024-02-24 10:22:14
2259,2259,bank_transfer,PAID,1153.29,2024-12-30 06:23:30
2260,2260,card,success,2248.80,2024-12-14 17:54:00
2261,2261,mobile_money,success,996.72,2024-12-22 10:57:39
2262,2262,paypal,PAID,899.75,2024-05-28 06:04:24
2263,2263,paypal,paid,1743.20,2025-06-07 03:26:51
2264,2264,bank_transfer,success,247.43,2024-12-30 06:14:00
2265,2265,card,success,182.43,2024-09-08 16:06:03
2266,2266,mobile_money,pending,0.00,2024-11-25 22:14:01
2267,2267,paypal,paid,767.81,2025-04-28 01:29:09
2268,2268,paypal,PAID,1383.92,2024-12-13 14:00:38
2269,2269,paypal,paid,385.89,2025-11-05 04:39:11
2270,2270,paypal,paid,1214.10,2025-10-04 08:40:26
2271,2271,mobile_money,declined,0.00,2024-03-07 20:57:16
2272,2272,card,PAID,616.41,2024-04-03 20:33:43
2273,2273,mobile_money,refunded,187.68,2024-01-28 17:45:52
2274,2274,paypal,PAID,342.95,2026-01-14 04:16:43
2275,2275,paypal,success,1045.27,2026-02-03 09:38:09
2276,2276,mobile_money,refunded,1264.59,2024-08-20 03:54:42
2277,2277,mobile_money,paid,174.19,2025-03-01 05:27:38
2278,2278,paypal,PAID,1757.44,2024-08-03 11:21:06
2279,2279,paypal,paid,369.00,2025-05-03 08:56:27
2280,2280,paypal,success,106.58,2026-01-16 19:18:31
2281,2281,mobile_money,PAID,868.52,2025-10-12 15:58:57
2282,2282,mobile_money,declined,0.00,2025-02-19 15:33:18
2283,2283,bank_transfer,PAID,525.39,2024-02-13 17:01:50
2284,2284,bank_transfer,success,798.02,2026-02-07 02:05:59
2285,2285,card,PAID,147.49,2024-01-27 09:07:30
2286,2286,card,success,67.77,2024-01-12 17:29:26
2287,2287,bank_transfer,success,403.33,2026-02-03 20:00:13
2288,2288,card,PAID,378.09,2024-08-08 07:12:54
2289,2289,mobile_money,success,1453.89,2025-02-17 11:57:33
2290,2290,bank_transfer,success,1338.48,2024-05-31 05:48:42
2291,2291,paypal,PAID,1000.52,2024-11-16 21:34:25
2292,2292,card,paid,787.55,2025-01-27 08:11:20
2293,2293,mobile_money,paid,128.05,2024-12-23 16:14:25
2294,2294,card,failed,0.00,2025-11-01 17:01:14
2295,2295,paypal,paid,140.42,2024-07-25 07:02:02
2296,2296,card,paid,811.02,2025-10-25 08:45:49
2297,2297,mobile_money,pending,0.00,2024-05-10 05:31:12
2298,2298,paypal,PAID,880.72,2024-02-15 00:20:25
2299,2299,bank_transfer,success,626.57,2024-07-17 20:27:24
2300,2300,paypal,paid,464.86,2025-07-01 02:01:06
2301,2301,bank_transfer,success,150.42,2024-12-18 17:12:20
2302,2302,card,PAID,331.74,2025-03-24 07:24:52
2303,2303,paypal,PAID,1834.96,2024-06-28 18:19:27
2304,2304,bank_transfer,pending,0.00,2024-03-28 14:46:09
2305,2305,card,paid,925.04,2024-06-09 23:53:46
2306,2306,bank_transfer,success,158.39,2024-07-01 11:34:26
2307,2307,bank_transfer,paid,352.09,2024-12-25 11:07:01
2308,2308,card,pending,0.00,2025-07-25 18:15:54
2309,2309,mobile_money,refund,615.60,2024-05-11 02:38:24
2310,2310,bank_transfer,PAID,635.55,2024-09-02 00:34:47
2311,2311,paypal,paid,32.70,2024-05-07 20:44:21
2312,2312,bank_transfer,paid,373.60,2026-03-02 11:37:17
2313,2313,mobile_money,PAID,804.16,2025-12-13 13:13:04
2314,2314,mobile_money,success,273.18,2025-01-09 00:15:00
2315,2315,card,PAID,636.37,2025-08-29 03:10:02
2316,2316,bank_transfer,failed,0.00,2024-03-28 11:53:09
2317,2317,bank_transfer,success,1759.27,2026-01-25 00:29:15
2318,2318,mobile_money,paid,382.87,2024-05-15 01:01:52
2319,2319,card,PAID,859.36,2024-06-13 18:05:28
2320,2320,mobile_money,pending,0.00,2025-02-23 18:30:42
2321,2321,bank_transfer,PAID,1218.66,2025-09-17 22:14:07
2322,2322,mobile_money,success,635.06,2025-09-02 03:17:53
2323,2323,mobile_money,PAID,439.57,2025-01-27 21:09:46
2324,2324,card,PAID,1367.13,2024-07-07 03:55:33
2325,2325,bank_transfer,success,214.79,2025-01-25 04:18:28
2326,2326,mobile_money,PAID,348.94,2024-07-10 00:10:35
2327,2327,mobile_money,paid,681.20,2024-10-01 15:17:38
2328,2328,paypal,paid,97.82,2025-03-06 14:25:17
2329,2329,mobile_money,paid,1628.60,2024-05-20 18:58:03
2330,2330,bank_transfer,PAID,655.71,2024-05-22 06:11:43
2331,2331,card,paid,116.41,2025-11-11 14:28:09
2332,2332,bank_transfer,paid,1152.41,2024-04-07 04:11:38
2333,2333,paypal,paid,867.14,2025-10-14 06:03:52
2334,2334,card,PAID,2453.61,2024-10-04 22:06:11
2335,2335,card,success,87.05,2024-09-08 10:38:00
2336,2336,card,PAID,1350.50,2024-12-28 14:49:24
2337,2337,bank_transfer,success,704.24,2025-05-21 01:01:13
2338,2338,bank_transfer,paid,560.47,2025-07-03 01:24:51
2339,2339,bank_transfer,success,710.79,2025-04-13 06:24:46
2340,2340,bank_transfer,paid,409.53,2025-07-18 01:17:25
2341,2341,paypal,pending,0.00,2025-09-11 03:12:23
2342,2342,mobile_money,success,628.39,2024-07-25 02:52:43
2343,2343,card,paid,983.16,2024-03-04 22:58:00
2344,2344,paypal,success,99.95,2024-08-31 00:12:42
2345,2345,card,PAID,291.86,2024-03-19 00:10:31
2346,2346,bank_transfer,success,305.75,2025-09-21 21:39:09
2347,2347,card,success,272.25,2025-09-29 22:30:24
2348,2348,bank_transfer,success,465.92,2024-12-12 14:43:59
2349,2349,paypal,success,398.46,2024-10-16 03:00:36
2350,2350,paypal,paid,1336.38,2025-03-25 06:56:16
2351,2351,mobile_money,paid,140.24,2025-12-13 09:50:37
2352,2352,card,paid,531.29,2025-10-18 07:35:13
2353,2353,bank_transfer,refunded,215.54,2024-10-22 05:35:23
2354,2354,mobile_money,success,873.64,2025-11-14 10:42:13
2355,2355,paypal,PAID,778.05,2025-11-13 16:39:17
2356,2356,card,paid,713.22,2024-10-01 05:31:25
2357,2357,bank_transfer,paid,1603.77,2025-02-06 05:57:17
2358,2358,mobile_money,PAID,191.84,2025-07-11 20:01:36
2359,2359,mobile_money,pending,0.00,2024-10-04 10:25:34
2360,2360,card,success,603.84,2025-12-25 00:41:29
2361,2361,card,paid,207.28,2024-07-16 07:14:32
2362,2362,bank_transfer,PAID,360.41,2025-05-11 06:23:26
2363,2363,paypal,PAID,406.99,2025-09-21 13:32:29
2364,2364,card,success,125.89,2025-07-18 07:10:01
2365,2365,mobile_money,success,1044.35,2026-02-25 03:58:56
2366,2366,card,pending,0.00,2024-12-07 21:21:27
2367,2367,bank_transfer,PAID,13.17,2024-03-03 23:29:20
2368,2368,mobile_money,success,2002.43,2026-01-24 11:47:19
2369,2369,bank_transfer,success,1058.10,2025-11-17 15:47:04
2370,2370,bank_transfer,refund,920.19,2026-01-14 06:15:20
2371,2371,mobile_money,PAID,581.43,2025-12-15 22:45:12
2372,2372,bank_transfer,success,196.27,2025-09-08 14:26:29
2373,2373,mobile_money,PAID,1097.98,2025-11-16 04:10:53
2374,2374,mobile_money,paid,175.85,2024-01-10 17:20:36
2375,2375,bank_transfer,success,222.67,2025-05-10 11:56:45
2376,2376,paypal,refund,968.54,2024-10-31 14:48:34
2377,2377,paypal,paid,465.73,2026-01-01 00:11:24
2378,2378,mobile_money,success,2192.82,2024-08-09 07:29:28
2379,2379,mobile_money,PAID,341.36,2024-09-09 15:27:09
2380,2380,bank_transfer,success,1121.72,2024-10-14 12:23:06
2381,2381,bank_transfer,PAID,767.68,2025-11-04 06:18:59
2382,2382,paypal,paid,1975.91,2025-12-28 02:27:53
2383,2383,paypal,PAID,1351.35,2024-08-30 03:59:28
2384,2384,mobile_money,PAID,540.39,2024-12-01 15:39:29
2385,2385,paypal,PAID,321.92,2024-06-23 10:19:23
2386,2386,card,success,893.69,2025-12-06 01:59:54
2387,2387,mobile_money,pending,0.00,2026-01-19 11:01:29
2388,2388,mobile_money,paid,971.84,2025-01-13 20:18:35
2389,2389,card,paid,131.40,2025-11-26 07:51:47
2390,2390,bank_transfer,PAID,1121.55,2026-01-25 22:40:26
2391,2391,paypal,paid,866.41,2024-07-19 21:29:08
2392,2392,paypal,PAID,158.08,2024-06-20 14:55:26
2393,2393,paypal,paid,11.07,2025-03-22 19:06:59
2394,2394,mobile_money,PAID,1048.53,2025-07-11 08:14:37
2395,2395,card,success,384.50,2024-09-07 14:59:50
2396,2396,bank_transfer,success,395.83,2025-05-11 01:39:35
2397,2397,bank_transfer,success,3111.31,2026-01-31 13:50:27
2398,2398,card,success,534.69,2024-03-01 02:40:49
2399,2399,bank_transfer,PAID,533.34,2025-09-29 13:46:15
2400,2400,mobile_money,PAID,276.32,2025-09-18 02:45:14
2401,2401,paypal,paid,1274.10,2024-01-04 17:12:12
2402,2402,paypal,paid,299.84,2025-06-17 13:29:56
2403,2403,bank_transfer,success,193.71,2025-07-25 16:46:38
2404,2404,mobile_money,success,1020.82,2025-05-27 11:54:11
2405,2405,bank_transfer,PAID,1114.63,2025-10-29 20:51:24
2406,2406,bank_transfer,success,514.23,2024-09-22 02:47:20
2407,2407,paypal,refunded,417.15,2024-09-27 10:34:04
2408,2408,paypal,pending,0.00,2025-01-23 16:06:13
2409,2409,bank_transfer,PAID,332.79,2026-02-14 21:20:59
2410,2410,bank_transfer,PAID,1244.48,2024-03-14 06:50:38
2411,2411,card,success,200.71,2025-06-06 08:57:49
2412,2412,paypal,PAID,407.24,2025-11-06 13:29:32
2413,2413,bank_transfer,PAID,63.38,2024-10-25 21:40:40
2414,2414,card,PAID,303.91,2025-11-06 21:46:18
2415,2415,bank_transfer,success,845.69,2025-12-28 14:26:41
2416,2416,bank_transfer,paid,414.90,2026-03-22 17:54:48
2417,2417,paypal,PAID,454.37,2025-05-23 14:19:02
2418,2418,paypal,paid,989.99,2024-04-11 18:49:55
2419,2419,mobile_money,success,1075.44,2024-07-28 21:37:42
2420,2420,card,PAID,812.59,2024-06-29 19:11:59
2421,2421,bank_transfer,PAID,1655.62,2025-11-11 04:13:31
2422,2422,bank_transfer,paid,634.72,2024-10-05 15:35:17
2423,2423,paypal,paid,1422.67,2024-09-14 08:00:35
2424,2424,bank_transfer,success,11.06,2025-12-06 06:19:54
2425,2425,card,success,1301.00,2026-01-26 02:15:19
2426,2426,mobile_money,PAID,410.56,2024-05-08 04:05:28
2427,2427,bank_transfer,success,726.84,2026-03-10 18:49:06
2428,2428,card,success,642.44,2024-12-11 02:17:22
2429,2429,bank_transfer,PAID,927.02,2025-06-23 03:45:41
2430,2430,bank_transfer,success,877.86,2024-07-24 03:22:07
2431,2431,paypal,success,11.40,2024-04-27 02:53:04
2432,2432,mobile_money,PAID,202.26,2025-05-06 08:18:05
2433,2433,paypal,success,1469.46,2025-10-31 01:30:56
2434,2434,mobile_money,failed,0.00,2025-05-10 09:19:57
2435,2435,mobile_money,PAID,775.23,2025-03-03 05:42:24
2436,2436,paypal,paid,719.32,2026-01-30 08:55:34
2437,2437,paypal,pending,0.00,2024-02-09 01:31:08
2438,2438,bank_transfer,success,466.60,2024-06-11 07:51:27
2439,2439,paypal,PAID,100.93,2026-03-11 22:19:35
2440,2440,bank_transfer,success,1041.88,2024-07-29 14:13:47
2441,2441,card,pending,0.00,2024-04-20 23:35:53
2442,2442,card,success,983.19,2024-04-17 23:25:26
