order_id,customer_id,order_date,order_status,payment_status,shipping_region_id,total_amount
1137,2146,2025-12-07 08:39:02,completed,success,1,1029.91
1138,1690,2025-08-09 20:34:05,completed,success,1,506.90
1139,390,2026-02-09 09:12:44,completed,PAID,14,1202.87
1140,911,2025-03-08 16:26:12,completed,paid,11,78.46
1141,2199,2024-04-28 08:21:25,Complete,paid,8,248.19
1142,879,2025-08-05 17:28:07,completed,success,10,90.23
1143,598,2025-01-09 12:55:35,completed,success,13,483.12
1144,1284,2025-07-10 16:41:19,completed,paid,8,660.20
1145,139,2026-03-25 09:37:44,Complete,success,9,1108.59
1146,2115,2025-08-03 02:31:17,completed,PAID,15,150.51
1147,705,2025-11-08 05:26:40,SUCCESS,paid,16,429.53
1148,290,2025-11-11 03:41:21,completed,paid,6,720.30
1149,17,2024-10-03 06:09:26,completed,PAID,2,278.24
1150,1872,2026-03-28 18:21:41,Complete,PAID,8,298.15
1151,1802,2024-03-25 05:17:21,completed,paid,15,983.80
1152,1826,2025-08-09 11:24:20,completed,success,14,2026.00
1153,890,2025-09-18 02:35:05,completed,PAID,14,325.67
1154,805,2024-10-28 04:16:21,completed,success,4,2336.29
1155,1434,2025-03-08 22:03:54,completed,success,12,218.65
1156,1367,2025-02-03 13:30:36,completed,success,2,144.16
1157,1187,2024-12-18 19:11:57,completed,paid,1,926.25
1158,1354,2026-02-17 02:56:39,Complete,PAID,14,677.32
1159,1362,2024-03-29 14:08:45,completed,PAID,9,429.71
1160,527,2025-02-07 00:57:31,completed,success,11,1574.92
1161,585,2025-01-01 22:13:37,completed,success,8,961.58
1162,502,2024-12-06 15:23:49,completed,paid,12,1310.06
1163,130,2025-11-12 10:58:16,completed,PAID,16,211.11
1164,869,2025-02-01 14:11:48,completed,paid,14,671.75
1165,2067,2025-06-20 20:08:17,completed,success,13,512.81
1166,1374,2024-09-29 19:35:58,completed,paid,10,338.98
1167,1458,2024-04-13 22:33:24,completed,paid,2,184.69
1168,419,2024-07-20 06:14:59,completed,PAID,3,1394.00
1169,724,2024-05-29 00:34:06,completed,PAID,13,1412.92
1170,912,2025-03-05 00:57:20,completed,paid,6,545.90
1171,170,2025-12-01 05:29:38,pending,pending,14,144.10
1172,38,2025-05-02 03:03:50,completed,paid,6,177.57
1173,1400,2024-07-02 15:53:05,completed,PAID,13,137.03
1174,2118,2025-12-02 14:26:01,pending,pending,4,656.14
1175,1698,2024-08-23 21:49:45,completed,PAID,2,754.62
1176,630,2024-10-31 06:11:04,pending,pending,1,349.93
1177,713,2025-02-26 17:14:45,completed,paid,15,287.96
1178,2116,2024-11-12 06:47:04,completed,success,2,1753.96
1179,1628,2024-10-30 02:15:47,completed,paid,8,287.77
1180,1984,2024-11-08 12:34:44,completed,paid,8,842.37
1181,1826,2025-12-18 09:27:33,completed,paid,14,199.97
1182,529,2024-10-03 06:07:41,completed,success,1,1148.70
1183,1870,2024-06-28 13:25:59,Complete,PAID,7,217.27
1184,1310,2025-09-05 23:01:32,completed,PAID,9,579.35
1185,861,2025-12-25 22:10:37,completed,paid,2,763.41
1186,1310,2025-05-26 01:09:59,Complete,paid,9,195.79
1187,2173,2026-03-14 19:39:52,completed,success,7,134.65
1188,1333,2026-02-03 06:04:22,cancelled,failed,1,678.53
1189,144,2025-10-28 06:12:52,completed,success,16,1918.41
1190,1605,2024-10-09 12:53:58,completed,success,11,1490.80
1191,1463,2025-08-04 01:24:04,pending,pending,4,213.61
1192,1232,2024-12-23 05:24:57,completed,success,16,238.39
1193,1551,2025-10-18 08:35:55,completed,PAID,10,68.22
1194,1482,2025-09-08 17:05:31,completed,paid,11,544.80
1195,537,2024-02-21 15:10:47,completed,PAID,9,1572.13
1196,255,2024-04-15 14:24:29,completed,PAID,14,948.59
1197,70,2024-11-23 19:04:31,completed,success,2,81.00
1198,183,2024-04-15 04:27:26,completed,success,11,2441.08
1199,2082,2024-03-11 08:00:21,completed,PAID,4,252.91
1200,634,2024-03-28 08:25:26,completed,paid,4,327.89
1201,377,2024-02-08 00:08:26,completed,success,9,173.67
1202,1766,2025-07-06 05:12:30,completed,paid,11,1268.00
1203,317,2025-02-09 06:53:51,completed,PAID,16,118.89
1204,1074,2025-01-08 02:28:23,completed,paid,2,922.75
1205,1967,2024-02-23 20:29:55,completed,success,3,555.77
1206,71,2026-03-21 18:59:01,completed,PAID,9,1882.95
1207,1139,2024-11-27 15:04:56,completed,paid,13,444.72
1208,209,2026-02-18 02:18:20,completed,PAID,3,396.16
1209,2161,2026-01-12 12:10:47,completed,success,1,499.71
1210,548,2024-12-05 21:41:43,Complete,success,8,12.68
1211,35,2025-11-30 15:50:39,completed,PAID,2,708.45
1212,81,2025-07-06 18:09:37,completed,PAID,15,227.37
1213,1158,2024-12-09 10:39:02,completed,success,4,328.72
1214,1143,2025-03-23 18:43:45,completed,PAID,5,1194.75
1215,1145,2024-11-28 18:00:30,completed,PAID,6,290.57
1216,1168,2025-10-29 01:42:21,completed,paid,2,776.12
1217,2165,2025-03-13 13:04:12,completed,paid,11,346.58
1218,564,2026-01-07 06:02:21,cancelled,declined,7,625.12
1219,1612,2025-11-29 20:51:55,completed,PAID,1,1681.89
1220,88,2024-02-12 19:06:30,completed,success,2,108.58
1221,407,2025-04-19 23:51:06,completed,success,15,84.33
1222,657,2025-03-06 09:48:39,completed,paid,15,391.00
1223,1325,2024-06-16 08:52:49,completed,PAID,4,303.19
1224,605,2024-07-05 14:49:15,completed,PAID,3,279.24
1225,1627,2024-12-27 17:34:28,completed,paid,9,177.78
1226,977,2024-04-02 05:15:22,completed,PAID,5,75.26
1227,1818,2024-01-18 20:24:28,pending,pending,8,1000.40
1228,2136,2025-06-14 11:08:12,completed,PAID,1,789.12
1229,1292,2026-01-03 22:36:09,completed,PAID,2,340.49
1230,492,2025-05-29 19:02:55,pending,pending,1,2584.52
1231,1564,2025-06-20 15:21:19,completed,paid,1,1448.48
1232,904,2026-02-28 07:53:56,SUCCESS,paid,9,39.58
1233,1807,2025-11-16 20:14:15,completed,success,8,1223.75
1234,1355,2025-03-26 09:41:56,completed,success,15,1331.94
1235,1376,2025-11-21 12:32:27,completed,paid,8,625.47
1236,1961,2025-08-20 08:21:57,completed,PAID,10,93.84
1237,1847,2024-06-02 11:33:12,completed,PAID,11,688.24
1238,141,2024-06-26 04:24:35,completed,paid,13,219.37
1239,368,2024-02-09 01:02:59,completed,paid,9,1532.25
1240,1714,2025-12-14 15:39:59,completed,success,16,621.49
1241,1429,2024-09-12 09:02:43,SUCCESS,success,15,1089.24
1242,1424,2025-08-09 05:10:27,cancelled,failed,2,485.70
1243,500,2024-10-10 22:42:13,completed,success,3,38.13
1244,263,2025-01-24 14:04:02,completed,PAID,2,337.94
1245,1089,2025-07-19 00:40:51,returned,refunded,2,352.33
1246,2055,2025-11-05 17:06:27,completed,success,14,69.07
1247,630,2024-12-23 13:44:33,completed,paid,1,1151.09
1248,1803,2024-05-01 23:21:18,completed,PAID,8,413.61
1249,1853,2024-02-16 02:32:15,SUCCESS,paid,1,700.14
1250,375,2025-06-18 18:46:23,completed,success,12,1048.02
1251,1378,2024-04-14 18:45:12,completed,success,6,999.80
1252,542,2025-08-28 10:17:51,completed,PAID,6,484.82
1253,458,2025-08-15 17:56:40,completed,PAID,14,1657.15
1254,1725,2024-08-19 05:05:27,returned,refunded,11,1061.67
1255,645,2025-01-08 07:45:55,completed,paid,4,29.71
1256,720,2024-03-15 14:17:36,completed,paid,7,479.48
1257,67,2024-06-16 04:56:49,cancelled,declined,13,118.66
1258,510,2024-02-14 04:13:33,completed,success,6,902.98
1259,1068,2024-01-22 11:43:59,completed,paid,6,187.02
1260,280,2024-03-31 03:32:51,SUCCESS,PAID,13,238.94
1261,2157,2025-03-08 21:04:50,completed,PAID,8,226.77
1262,2057,2025-01-19 16:03:24,completed,paid,7,296.50
1263,640,2025-11-15 12:31:47,completed,success,12,105.64
1264,751,2026-02-02 11:17:21,Complete,paid,15,196.68
1265,191,2025-04-10 16:18:33,returned,refund,2,2220.05
1266,341,2026-03-12 08:43:25,completed,paid,13,11.11
1267,1738,2025-07-22 22:33:37,completed,PAID,8,634.77
1268,1696,2025-05-24 18:26:47,completed,paid,16,501.92
1269,175,2025-03-27 17:57:34,completed,PAID,12,247.89
1270,1382,2025-02-20 07:30:24,completed,PAID,3,1200.78
1271,2078,2025-12-07 23:28:47,completed,PAID,1,754.93
1272,232,2024-07-06 19:23:07,completed,PAID,9,57.34
1273,288,2025-02-21 04:35:38,pending,pending,10,199.45
1274,1901,2025-02-12 16:09:55,completed,paid,14,697.05
1275,976,2025-02-26 19:09:24,completed,success,1,161.47
1276,2077,2024-02-07 05:21:09,SUCCESS,PAID,16,81.41
1277,1483,2025-08-28 04:41:07,completed,success,3,642.87
1278,1612,2026-01-11 10:26:01,completed,PAID,1,941.88
1279,368,2024-12-25 06:23:30,pending,pending,9,1057.62
1280,469,2024-02-09 15:03:17,SUCCESS,PAID,8,580.80
1281,805,2024-09-20 23:40:52,returned,refund,4,48.19
1282,358,2024-11-07 14:56:06,completed,success,6,1992.83
1283,1675,2026-02-04 00:03:37,completed,PAID,1,1961.97
1284,926,2025-06-29 12:38:42,completed,PAID,5,1117.79
1285,102,2025-06-19 22:47:10,pending,pending,2,1477.70
1286,1041,2026-03-07 02:57:59,completed,paid,11,1264.75
1287,708,2025-01-22 03:06:31,completed,PAID,3,182.93
1288,1999,2024-03-29 15:18:25,pending,pending,16,596.72
1289,1750,2026-03-30 05:20:43,completed,PAID,14,500.89
1290,2031,2024-01-31 02:29:06,Complete,success,7,894.54
1291,234,2024-02-26 21:39:35,completed,success,3,1027.27
1292,621,2025-12-17 17:49:09,completed,paid,3,655.69
1293,694,2024-07-12 06:38:01,completed,PAID,7,82.54
1294,715,2025-06-06 13:29:53,Complete,success,8,348.61
1295,475,2025-04-27 18:49:36,completed,PAID,11,1394.91
1296,1950,2025-07-20 00:02:48,completed,success,2,390.87
1297,1387,2025-11-28 12:10:02,completed,PAID,13,251.55
1298,1566,2025-09-17 05:12:28,completed,PAID,9,1867.66
1299,967,2024-03-12 01:54:36,completed,success,3,454.30
1300,864,2024-05-22 02:20:10,completed,PAID,12,494.13
1301,1073,2025-09-29 02:51:59,completed,success,3,327.16
1302,116,2025-10-07 16:30:43,completed,success,4,684.47
1303,14,2024-03-04 14:27:54,completed,success,13,388.42
1304,1340,2024-04-05 19:15:30,completed,PAID,2,60.76
1305,1500,2026-03-04 04:08:55,SUCCESS,PAID,1,1894.92
1306,1557,2025-09-29 12:22:41,pending,pending,16,114.25
1307,1767,2024-10-16 12:12:49,returned,refunded,1,125.35
1308,142,2024-03-23 08:58:46,completed,success,12,1127.24
1309,486,2025-05-01 21:38:17,completed,success,14,635.37
1310,1838,2024-06-13 17:14:03,completed,PAID,6,454.79
1311,187,2024-10-19 07:53:11,completed,PAID,7,450.85
1312,2071,2024-08-11 01:43:26,completed,paid,7,1387.93
1313,1290,2024-02-01 19:13:42,completed,PAID,8,786.42
1314,2103,2025-12-26 20:28:01,completed,paid,8,388.91
1315,519,2025-11-17 01:57:44,completed,paid,4,534.67
1316,182,2024-04-26 18:50:06,completed,PAID,3,2160.11
1317,1445,2024-12-19 05:40:25,completed,success,10,818.64
1318,1772,2025-12-16 01:37:10,Complete,PAID,10,583.47
1319,449,2025-12-21 12:29:45,completed,success,6,520.02
1320,1375,2025-03-24 20:22:49,completed,PAID,12,1223.63
1321,1313,2025-01-22 05:45:19,completed,PAID,3,762.32
1322,968,2024-03-30 22:58:22,completed,PAID,6,604.60
1323,549,2025-12-03 08:16:44,Complete,success,2,840.01
1324,729,2024-07-17 04:50:02,completed,PAID,6,745.38
1325,1961,2026-01-06 10:40:47,completed,success,10,658.96
1326,1119,2024-07-26 19:36:36,completed,success,7,627.76
1327,1130,2025-06-19 17:39:51,returned,refunded,15,531.24
1328,1507,2026-03-03 21:50:32,Complete,PAID,14,659.19
1329,1953,2024-06-09 09:27:19,completed,PAID,15,720.31
1330,140,2024-02-27 17:23:26,completed,PAID,1,111.26
1331,359,2024-06-17 10:52:33,completed,PAID,7,758.05
1332,1515,2025-01-27 00:53:56,SUCCESS,success,16,175.40
1333,1442,2025-08-23 22:04:19,completed,success,1,1080.41
1334,1354,2025-04-27 19:41:00,completed,PAID,14,1469.45
1335,502,2025-09-21 09:13:24,pending,pending,12,347.92
1336,650,2025-01-08 00:07:56,Complete,paid,13,48.74
1337,307,2025-07-20 09:44:22,completed,paid,14,310.17
1338,1346,2024-01-11 11:31:55,completed,success,1,1131.21
1339,1659,2025-01-03 21:31:28,Complete,success,1,564.34
1340,730,2026-03-26 13:58:10,pending,pending,3,388.58
1341,322,2024-11-07 16:19:55,completed,paid,3,431.32
1342,589,2026-02-13 06:48:08,completed,paid,14,2152.64
1343,1997,2024-07-10 15:39:35,completed,paid,5,65.97
1344,1071,2025-11-24 12:15:18,completed,PAID,14,38.72
1345,652,2025-01-11 01:02:22,completed,PAID,3,769.02
1346,1007,2024-04-22 16:08:41,Complete,paid,11,953.23
1347,281,2024-07-26 02:06:35,SUCCESS,paid,14,59.57
1348,2117,2025-10-26 05:44:06,cancelled,declined,13,723.20
1349,841,2025-12-06 05:11:40,completed,paid,10,391.49
1350,1672,2026-01-20 22:50:00,completed,success,2,1069.35
1351,1191,2025-03-07 15:51:26,completed,success,6,264.70
1352,1224,2024-02-03 06:45:34,completed,PAID,2,397.03
1353,1026,2025-02-19 00:17:33,completed,success,16,1140.91
1354,429,2024-05-24 18:19:11,completed,success,8,255.83
1355,1970,2024-01-14 03:37:33,completed,PAID,14,625.82
1356,953,2024-08-01 18:33:35,Complete,PAID,9,1325.46
1357,2028,2024-07-02 07:37:54,Complete,success,15,160.84
1358,117,2025-01-31 00:36:09,completed,PAID,9,749.16
1359,155,2025-05-07 05:37:26,SUCCESS,success,1,305.19
1360,1093,2024-05-19 10:20:34,completed,PAID,1,29.79
1361,372,2024-01-01 19:37:33,completed,paid,10,603.72
1362,1903,2025-07-29 05:35:39,returned,refunded,14,238.23
1363,345,2025-03-26 02:47:46,completed,paid,14,322.65
1364,32,2025-12-29 10:22:18,completed,paid,4,464.05
1365,1642,2025-11-06 13:58:10,completed,PAID,1,450.38
1366,1768,2024-04-02 07:37:07,completed,PAID,11,2402.64
1367,1283,2024-04-24 16:03:15,completed,success,14,1121.03
1368,212,2024-06-27 01:42:04,completed,paid,16,331.07
1369,2189,2024-03-30 06:23:33,completed,paid,7,621.75
1370,414,2024-03-28 15:50:19,completed,success,2,405.65
1371,411,2024-11-23 11:26:33,SUCCESS,PAID,13,511.06
1372,120,2024-08-02 08:05:53,SUCCESS,PAID,13,228.13
1373,515,2024-02-23 19:34:04,completed,success,16,385.75
1374,1316,2024-01-10 12:23:21,Complete,paid,1,884.99
1375,690,2024-01-12 00:38:25,completed,paid,16,823.43
1376,1942,2024-12-24 03:03:36,completed,PAID,5,385.32
1377,1915,2024-08-07 10:29:24,completed,paid,14,19.43
1378,2178,2024-09-13 02:46:09,completed,PAID,16,579.50
1379,431,2025-07-19 03:31:29,completed,success,3,1534.05
1380,334,2025-10-28 15:29:40,completed,success,14,485.32
1381,30,2024-03-04 21:58:41,pending,pending,8,497.59
1382,1330,2024-11-14 05:27:23,completed,PAID,9,1346.37
1383,1711,2025-06-01 15:06:12,pending,pending,16,956.58
1384,1714,2024-11-04 05:34:26,pending,pending,16,577.88
1385,1225,2024-08-23 12:39:36,completed,paid,1,1245.58
1386,1899,2024-04-08 09:01:56,returned,refund,12,282.02
1387,647,2025-05-14 06:33:40,completed,PAID,13,408.21
1388,1272,2025-07-20 14:36:14,completed,paid,14,819.81
1389,1096,2025-12-13 04:33:41,completed,paid,6,910.60
1390,627,2025-12-12 18:43:00,completed,paid,4,574.66
1391,751,2024-09-17 14:34:57,completed,paid,15,1359.75
1392,1199,2024-02-12 18:21:58,completed,paid,1,2293.59
1393,972,2025-11-24 01:25:32,completed,PAID,9,272.28
1394,1198,2025-11-10 08:57:54,Complete,success,9,433.85
1395,143,2025-09-22 07:47:46,Complete,success,13,822.12
1396,1941,2026-02-13 21:24:32,SUCCESS,paid,9,314.24
1397,212,2025-08-08 00:00:47,completed,success,16,1962.18
1398,2152,2024-11-23 19:44:27,completed,PAID,11,349.20
1399,1605,2024-01-16 08:30:38,completed,paid,11,231.61
1400,122,2024-03-20 11:43:27,Complete,paid,7,436.00
1401,991,2025-07-23 10:47:00,completed,paid,13,812.94
1402,123,2025-07-23 03:24:49,cancelled,declined,6,1023.94
1403,1598,2025-02-03 15:53:56,cancelled,failed,13,955.04
1404,1021,2024-02-27 08:54:28,completed,PAID,6,2003.14
1405,1020,2024-04-20 07:04:10,completed,paid,10,98.02
1406,187,2026-03-08 10:24:22,completed,PAID,7,329.85
1407,2126,2024-11-18 08:13:28,completed,paid,12,669.65
1408,654,2025-08-27 02:31:11,SUCCESS,PAID,7,1347.03
1409,1686,2025-12-14 04:02:44,completed,PAID,9,705.85
1410,1515,2024-07-27 02:50:18,completed,paid,16,187.45
1411,1269,2026-03-27 17:20:07,completed,PAID,16,252.26
1412,1540,2024-12-13 16:01:03,pending,pending,3,853.54
1413,2185,2025-01-25 10:18:53,completed,PAID,11,1071.30
1414,394,2024-06-30 19:56:19,Complete,PAID,8,1154.80
1415,100,2025-01-22 19:54:32,completed,PAID,6,380.93
1416,1776,2024-10-14 13:31:30,Complete,PAID,10,644.48
1417,516,2024-05-18 11:46:12,completed,paid,16,22.92
1418,1076,2025-05-10 05:13:15,completed,PAID,7,780.98
1419,271,2024-04-06 20:23:17,completed,paid,1,335.70
1420,299,2025-12-05 04:49:02,completed,PAID,13,531.44
1421,2014,2025-12-12 13:11:11,completed,paid,1,999.44
1422,1063,2025-09-13 11:55:40,completed,paid,13,140.26
1423,1219,2024-01-02 12:38:45,completed,success,11,330.56
1424,1247,2026-02-04 02:15:29,completed,paid,12,660.88
1425,609,2024-05-09 19:09:52,completed,paid,15,657.49
1426,1464,2024-02-06 03:29:04,completed,PAID,8,690.06
1427,1590,2026-02-28 01:04:02,Complete,PAID,4,402.02
1428,1466,2025-09-27 06:09:59,returned,refunded,6,924.38
1429,810,2025-11-18 19:08:51,completed,PAID,11,231.17
1430,1982,2026-01-26 00:40:34,completed,PAID,3,54.27
1431,660,2024-08-02 22:15:31,completed,success,2,218.70
1432,17,2024-08-22 04:40:10,completed,PAID,2,1203.37
1433,1616,2024-10-22 05:10:20,completed,success,8,156.41
1434,612,2025-11-02 22:08:55,completed,success,14,628.17
1435,1137,2024-11-28 12:06:39,completed,success,1,705.45
1436,1052,2025-09-19 22:07:45,pending,pending,12,40.93
1437,1306,2024-04-07 11:54:47,completed,paid,13,665.80
1438,483,2025-10-13 00:30:11,completed,success,11,1870.92
1439,710,2025-02-06 04:29:57,completed,success,16,308.24
1440,562,2025-11-16 01:54:56,pending,pending,16,215.71
1441,1621,2024-08-06 04:41:41,completed,paid,7,396.50
1442,1614,2024-01-16 11:44:58,Complete,PAID,1,1178.03
1443,383,2024-11-23 04:33:38,SUCCESS,paid,14,1900.37
1444,1781,2024-10-28 02:43:23,completed,PAID,2,602.29
1445,1428,2026-03-14 04:16:51,completed,success,14,1220.45
1446,1334,2024-12-28 06:27:51,completed,success,14,885.63
1447,1523,2024-11-16 15:56:59,completed,PAID,16,1332.45
1448,2186,2025-12-17 14:10:27,completed,success,8,906.43
1449,2041,2024-01-03 08:37:52,completed,success,16,820.84
1450,1717,2026-03-25 12:19:02,cancelled,failed,13,146.84
1451,1048,2025-02-10 16:49:39,completed,PAID,3,1777.89
1452,233,2025-10-07 07:49:08,completed,PAID,2,73.97
1453,1283,2025-02-20 20:25:02,completed,PAID,14,567.64
1454,1976,2025-12-15 11:57:29,completed,success,11,648.22
1455,697,2025-07-15 01:17:32,completed,paid,9,291.92
1456,194,2024-04-18 13:21:08,cancelled,failed,2,1092.15
1457,1017,2025-10-08 00:30:41,completed,paid,8,475.47
1458,314,2025-01-30 17:12:52,completed,paid,10,297.57
1459,1743,2025-10-22 12:53:11,completed,PAID,1,157.88
1460,1279,2025-02-26 15:55:53,completed,PAID,15,2147.99
1461,1187,2025-02-24 12:03:34,completed,paid,1,1585.12
1462,1875,2024-10-09 10:11:07,completed,PAID,14,551.62
1463,92,2024-10-15 12:45:58,completed,PAID,9,724.25
1464,78,2025-10-09 17:05:25,Complete,success,6,351.08
1465,875,2024-05-19 00:06:53,completed,paid,8,905.76
1466,1732,2024-02-08 20:54:59,completed,success,15,619.23
1467,715,2025-04-03 05:48:26,completed,success,8,1188.33
1468,293,2025-07-25 20:29:33,completed,PAID,8,446.44
1469,1841,2025-01-03 08:41:44,completed,PAID,9,1092.19
1470,1156,2025-10-05 13:48:26,completed,success,5,1643.46
1471,406,2025-06-18 15:17:42,completed,paid,9,395.23
1472,1437,2025-01-16 04:55:48,returned,refunded,12,238.31
1473,178,2025-04-01 08:38:17,completed,success,4,621.60
1474,616,2024-06-07 16:10:26,completed,success,4,37.78
1475,1960,2025-03-16 02:34:41,completed,PAID,15,782.37
1476,1695,2025-06-01 04:25:03,pending,pending,13,465.88
1477,1288,2025-07-06 02:57:23,completed,success,16,288.69
1478,1900,2024-02-09 00:56:50,completed,success,9,249.90
1479,243,2024-05-23 22:15:26,completed,PAID,11,940.26
1480,400,2024-10-18 10:08:39,completed,success,13,203.56
1481,1431,2025-05-28 15:15:34,completed,PAID,15,433.53
1482,1184,2025-02-22 08:19:29,completed,success,2,446.24
1483,497,2025-09-19 06:19:14,completed,paid,14,646.03
1484,463,2025-04-16 16:35:28,Complete,success,5,966.42
1485,125,2025-07-05 20:04:05,completed,paid,15,834.19
1486,859,2024-06-09 14:19:56,completed,paid,5,1455.14
1487,1528,2026-03-04 08:02:53,completed,PAID,12,1243.87
1488,250,2024-07-23 17:24:13,Complete,paid,9,725.10
1489,1499,2025-03-23 18:37:10,completed,paid,12,177.93
1490,1184,2024-11-12 09:29:34,completed,PAID,2,736.63
1491,2035,2025-12-12 00:21:39,SUCCESS,success,12,215.75
1492,924,2024-07-15 08:31:41,completed,paid,12,1480.83
1493,1142,2026-02-04 00:36:07,completed,paid,4,251.05
1494,877,2024-05-04 05:35:27,completed,success,1,1430.88
1495,1346,2025-08-24 17:55:51,completed,success,1,1260.63
1496,85,2024-05-05 10:46:24,completed,PAID,16,384.85
1497,1580,2024-10-14 07:55:42,completed,PAID,14,22.60
1498,1593,2024-09-27 00:01:04,completed,PAID,12,223.65
1499,538,2026-03-23 03:56:21,completed,paid,11,1174.47
1500,1125,2025-10-27 08:14:00,cancelled,declined,16,674.10
1501,1597,2025-10-16 22:01:33,cancelled,declined,3,382.11
1502,665,2024-04-30 01:06:22,Complete,PAID,2,729.26
1503,66,2026-02-03 03:31:41,completed,success,6,235.71
1504,1819,2024-02-12 16:04:29,pending,pending,8,815.02
1505,442,2024-03-02 15:23:41,completed,success,11,1316.34
1506,1632,2025-01-01 02:34:18,completed,PAID,12,638.15
1507,2032,2024-04-19 18:47:29,completed,PAID,2,1362.61
1508,1084,2024-01-22 07:31:34,completed,paid,13,806.25
1509,1194,2024-02-07 00:44:01,Complete,paid,6,689.19
1510,1407,2026-03-12 23:52:15,completed,paid,3,545.74
1511,1484,2025-04-05 23:36:21,completed,PAID,16,1128.18
1512,2082,2025-01-08 07:41:30,completed,success,4,135.82
1513,1702,2024-08-23 06:07:28,completed,PAID,16,1408.16
1514,154,2024-10-21 23:33:10,pending,pending,1,1051.17
1515,648,2025-02-14 05:52:49,completed,success,4,369.79
1516,1786,2025-10-16 02:25:55,completed,success,3,1061.17
1517,1716,2025-06-21 21:01:39,Complete,paid,5,288.04
1518,654,2024-03-02 11:54:56,completed,PAID,7,451.27
1519,806,2025-12-28 23:46:46,completed,success,1,1203.09
1520,2130,2025-12-01 14:18:18,completed,paid,10,908.97
1521,966,2024-05-23 21:33:14,completed,paid,5,858.97
1522,819,2025-02-13 02:59:22,completed,success,14,772.66
1523,452,2025-12-09 02:07:10,pending,pending,5,1854.53
1524,743,2025-03-19 15:10:46,completed,success,10,320.81
1525,2149,2025-11-19 02:24:06,completed,PAID,15,837.22
1526,917,2026-03-06 14:02:51,completed,PAID,12,1178.79
1527,718,2025-03-06 06:52:38,completed,paid,12,146.61
1528,95,2024-05-11 10:17:28,Complete,PAID,15,1088.42
1529,1597,2025-05-27 07:47:56,completed,paid,3,662.96
1530,440,2025-08-28 12:06:48,completed,PAID,11,256.71
1531,215,2024-05-21 19:57:08,completed,success,9,849.85
1532,2109,2024-01-04 16:18:00,completed,PAID,12,1616.73
1533,610,2025-02-25 14:20:34,completed,success,11,686.27
1534,1268,2024-04-02 02:41:46,completed,paid,9,28.52
1535,239,2024-10-23 07:04:47,completed,PAID,13,800.74
1536,512,2025-03-14 16:16:58,Complete,PAID,6,142.82
1537,94,2024-12-26 04:12:16,Complete,success,8,722.70
1538,296,2025-07-12 10:33:42,completed,paid,14,2524.89
1539,375,2025-09-17 05:52:53,completed,PAID,12,1128.66
1540,547,2024-03-24 09:21:54,pending,pending,12,1297.99
1541,1979,2025-04-10 09:48:32,completed,success,14,123.11
1542,66,2024-03-07 21:04:55,completed,paid,6,1093.73
1543,23,2025-06-18 03:39:38,returned,refunded,8,813.30
1544,1174,2026-02-27 01:32:56,completed,PAID,3,289.77
1545,150,2024-06-22 06:48:26,completed,PAID,14,1363.34
1546,978,2025-08-29 01:34:15,completed,paid,6,388.91
1547,663,2025-09-25 17:01:24,completed,PAID,7,20.15
1548,218,2024-03-23 02:33:14,completed,paid,1,901.34
1549,1282,2026-02-21 18:42:23,completed,paid,6,419.80
1550,8,2024-10-08 09:21:38,completed,success,8,579.68
1551,1747,2025-02-24 09:27:48,completed,success,10,965.03
1552,36,2025-10-02 03:59:56,completed,paid,7,396.10
1553,1995,2024-07-23 00:35:30,Complete,paid,16,320.69
1554,1280,2024-12-14 12:47:12,completed,PAID,12,1328.38
1555,1708,2025-05-02 20:51:30,completed,success,1,93.48
1556,1728,2025-11-03 20:24:25,pending,pending,2,498.42
1557,1344,2025-12-14 22:03:51,completed,paid,12,481.75
1558,1896,2026-01-01 20:06:40,completed,success,7,557.71
1559,2007,2025-09-21 20:48:09,cancelled,failed,5,794.86
1560,1796,2024-06-06 08:06:26,completed,success,11,120.25
1561,97,2024-12-31 02:02:48,SUCCESS,PAID,16,1075.81
1562,286,2024-03-10 14:25:03,returned,refund,10,1535.01
1563,622,2024-10-07 05:08:06,completed,paid,9,647.63
1564,1990,2025-09-07 17:43:28,completed,PAID,15,436.54
1565,138,2024-09-08 00:53:59,pending,pending,3,1196.58
1566,3,2025-07-14 08:31:30,completed,success,15,418.10
1567,1358,2025-12-05 06:24:15,completed,success,6,1030.26
1568,87,2025-06-09 13:50:41,cancelled,failed,13,415.09
1569,1833,2025-01-12 13:47:55,completed,PAID,3,316.62
1570,2086,2026-02-16 20:26:45,completed,PAID,3,1122.36
1571,1459,2025-05-26 14:29:37,Complete,paid,3,329.32
1572,609,2026-03-23 13:29:38,completed,paid,15,375.96
1573,2029,2024-10-06 14:19:04,SUCCESS,paid,11,234.40
1574,985,2025-09-19 03:18:59,completed,success,3,216.28
1575,2056,2024-10-29 18:14:01,pending,pending,15,1422.42
1576,1916,2024-11-07 13:46:03,completed,PAID,4,665.59
1577,1049,2025-06-06 21:23:50,completed,paid,11,155.50
1578,1061,2024-06-01 05:42:18,completed,success,5,986.97
1579,175,2025-08-02 03:51:36,cancelled,failed,12,833.55
1580,1530,2024-03-25 22:43:37,completed,paid,3,1525.89
1581,1505,2024-10-11 19:19:22,completed,PAID,11,407.60
1582,1852,2024-03-19 06:07:44,completed,success,5,1419.53
1583,1800,2025-12-03 08:56:36,returned,refund,7,1339.35
